iter	RMSE
0	0.3877855909
1	0.3764885581
2	0.36514346
3	0.3553749913
4	0.3462261589
5	0.3366562551
6	0.3284371643
7	0.3206521068
8	0.3125180164
9	0.3042384622
10	0.2965093478
11	0.2894621157
12	0.28274867
13	0.2761249694
14	0.2699919325
15	0.2641134594
16	0.258367708
17	0.2527640122
18	0.2477979637
19	0.2424643386
20	0.2380271787
21	0.2333882026
22	0.2288632834
23	0.2245027612
24	0.2202303072
25	0.2160241865
26	0.2124090652
27	0.2085022628
28	0.2049598935
29	0.201423759
30	0.1982193227
31	0.195181446
32	0.192139706
33	0.1892864142
34	0.1864224794
35	0.1836720693
36	0.1812466719
37	0.1788962806
38	0.1763275062
39	0.1743332842
40	0.17210868
41	0.1700220255
42	0.1679481707
43	0.1660318092
44	0.1642158096
45	0.1623187967
46	0.1605385301
47	0.1588069397
48	0.1573330582
49	0.1558502003
50	0.154276551
51	0.1530069453
52	0.1513450027
53	0.1499203764
54	0.1485717124
55	0.1470175865
56	0.1458591243
57	0.1444790459
58	0.1434991326
59	0.1422771307
60	0.1410815213
61	0.1398694253
62	0.1388279506
63	0.1379308963
64	0.1369707668
65	0.1359750221
66	0.1349223035
67	0.1340328372
68	0.1331640148
69	0.132398873
70	0.1317877583
71	0.1311588849
72	0.1305834454
73	0.1296922783
74	0.1288962455
75	0.1281479993
76	0.1273362201
77	0.126639796
78	0.1260506317
79	0.1254214614
80	0.1247065098
81	0.1241665111
82	0.1234977563
83	0.1227994124
84	0.122187855
85	0.121659433
86	0.1209998059
87	0.1204107449
88	0.1198695865
89	0.1193361287
90	0.1188138966
91	0.1183484479
92	0.1179643822
93	0.1174825032
94	0.1169294485
95	0.1165220902
96	0.1160264706
97	0.1154740477
98	0.1150979911
99	0.114710603
100	0.1142651858
101	0.1138290107
102	0.1134201459
103	0.1131492106
104	0.1127260768
105	0.1122861998
106	0.1118742441
107	0.1115297432
108	0.1110701749
109	0.110608335
110	0.1103129041
111	0.1099261998
112	0.1095933082
113	0.1093363575
114	0.1090222497
115	0.1087517137
116	0.1083653804
117	0.1080590994
118	0.1077036011
119	0.1074973642
120	0.1071641878
121	0.1068126136
122	0.1064354617
123	0.1061767439
124	0.1059196328
125	0.1055732385
126	0.1052201696
127	0.104929015
128	0.104651226
129	0.1044831678
130	0.1042628539
131	0.1039734179
132	0.103680902
133	0.1033851998
134	0.1031922092
135	0.1028203568
136	0.1025310838
137	0.1022282327
138	0.1020341336
139	0.1017601976
140	0.1015090608
141	0.1013239656
142	0.101013393
143	0.1007483507
144	0.1005012742
145	0.100348553
146	0.1001347333
147	0.09994088094
148	0.09984584901
149	0.09969974095
150	0.09947683023
151	0.09932918041
152	0.09905614779
153	0.09878288936
154	0.09854687288
155	0.09839542814
156	0.09818895393
157	0.09806956627
158	0.09780589252
159	0.0976526532
160	0.09744063616
161	0.09711285376
162	0.09692024149
163	0.09674027714
164	0.09653144273
165	0.09640540407
166	0.0962490464
167	0.0960988238
168	0.09592549613
169	0.09571695745
170	0.095541908
171	0.09536458941
172	0.09521923427
173	0.09500064063
174	0.09492159624
175	0.09474916602
176	0.0946120109
177	0.09444494822
178	0.09429162809
179	0.09414932588
180	0.09392442059
181	0.09378743299
182	0.09363340352
183	0.09344404378
184	0.09327123903
185	0.09308771792
186	0.09293480132
187	0.09273451186
188	0.09257609291
189	0.09242079889
190	0.09236363807
191	0.09219984458
192	0.09203195123
193	0.09179155031
194	0.091607602
195	0.09144865786
196	0.09127724384
197	0.09112716892
198	0.09094548434
199	0.09072408183
200	0.09051555033
201	0.09033524111
202	0.09015630471
203	0.08999997861
204	0.08985725634
205	0.08966912699
206	0.08953106633
207	0.08934270847
208	0.08917281012
209	0.0890739682
210	0.08885830413
211	0.08867826733
212	0.08863845042
213	0.08847451848
214	0.08837652597
215	0.08824455664
216	0.08806624297
217	0.08786764337
218	0.08775788508
219	0.08758418624
220	0.08741845939
221	0.08728375783
222	0.08710389689
223	0.08699247937
224	0.08686299761
225	0.08672676432
226	0.0865774451
227	0.08646060659
228	0.08633076669
229	0.08622444197
230	0.08613096756
231	0.08595029512
232	0.08576165389
233	0.08558880434
234	0.08548428498
235	0.08535323175
236	0.08521596991
237	0.08513088701
238	0.08506348784
239	0.08485381912
240	0.08477713834
241	0.08452811927
242	0.08436089601
243	0.08421696028
244	0.08404387623
245	0.08397493114
246	0.08385726434
247	0.08377044191
248	0.08363275177
249	0.08349676941
250	0.08335624818
251	0.08322226596
252	0.08305577344
253	0.08289101096
254	0.08272206071
255	0.08261184798
256	0.08246729123
257	0.0823095465
258	0.08223401575
259	0.08214365795
260	0.08191849202
261	0.08175343932
262	0.08164155817
263	0.08146207851
264	0.08136300643
265	0.08126109837
266	0.0811096866
267	0.080967362
268	0.08086310379
269	0.08073503894
270	0.08063138997
271	0.08046910464
272	0.08027942891
273	0.08017264774
274	0.08001925485
275	0.07999480987
276	0.07994291706
277	0.07992219526
278	0.07982203874
279	0.07970428896
280	0.07954720107
281	0.07941584624
282	0.079313105
283	0.07914931347
284	0.07900390497
285	0.07884728571
286	0.07873243183
287	0.07866600185
288	0.07849255912
289	0.07845576391
290	0.07838449673
291	0.07825850443
292	0.07809035793
293	0.07798282831
294	0.07783562386
295	0.07772606487
296	0.07769942397
297	0.07753221737
298	0.07738405869
299	0.0772427623
300	0.07711324363
301	0.0769533993
302	0.07686071677
303	0.07677309804
304	0.07667264389
305	0.07655520642
306	0.07639409836
307	0.07634804492
308	0.07624669489
309	0.07611831187
310	0.07603381371
311	0.07589063318
312	0.07577631526
313	0.07566297159
314	0.07557464029
315	0.0754695332
316	0.07532281959
317	0.07520005552
318	0.07505071944
319	0.07494521291
320	0.07486805951
321	0.07477129385
322	0.07464782402
323	0.07456505701
324	0.07449546506
325	0.07443514762
326	0.07431922304
327	0.07420630252
328	0.07411281985
329	0.07398853388
330	0.07387034648
331	0.07376899093
332	0.07371090992
333	0.07359998947
334	0.07345167495
335	0.0733018934
336	0.07317870283
337	0.0730735436
338	0.07296753082
339	0.07286693568
340	0.07275111542
341	0.07266028884
342	0.07259950376
343	0.07252014311
344	0.07243453089
345	0.07230581964
346	0.07222769274
347	0.07217926129
348	0.0720663701
349	0.07199860206
350	0.07190581669
351	0.07177242201
352	0.07170183081
353	0.07160975961
354	0.07149524742
355	0.07139037078
356	0.07128600843
357	0.07122649082
358	0.0711188005
359	0.07097942517
360	0.07080647325
361	0.07069841144
362	0.07058677814
363	0.07048787166
364	0.0703592135
365	0.07027399395
366	0.07025756597
367	0.07017478539
368	0.07009047796
369	0.07000336933
370	0.06991189229
371	0.06989772331
372	0.06977797384
373	0.06965409047
374	0.06954103264
375	0.06943185264
376	0.06934075797
377	0.06920267267
378	0.06910049594
379	0.06904013166
380	0.06890644394
381	0.06880249266
382	0.06866258637
383	0.06857697005
384	0.06848658345
385	0.06839237842
386	0.06830802867
387	0.06817103394
388	0.06808659456
389	0.06807640935
390	0.06796242497
391	0.06787923792
392	0.06776090256
393	0.06768456092
394	0.06760079361
395	0.06753506203
396	0.06745247978
397	0.06734486958
398	0.06732887202
399	0.06731342597
400	0.06723322165
401	0.0672228626
402	0.06715929598
403	0.0670458467
404	0.06693302114
405	0.06686781704
406	0.06672216774
407	0.06665422608
408	0.06664229803
409	0.06651712064
410	0.06641556247
411	0.06631057961
412	0.06618383408
413	0.0660914607
414	0.06607508238
415	0.06597244081
416	0.06587183519
417	0.06578332063
418	0.06574496633
419	0.06565526722
420	0.06551900037
421	0.06545930937
422	0.0654093794
423	0.06528996481
424	0.06515955245
425	0.06505734857
426	0.06496440502
427	0.06491634626
428	0.06483471759
429	0.06475666089
430	0.06465896979
431	0.06459786279
432	0.06451376209
433	0.0644286823
434	0.06437351772
435	0.06426796343
436	0.06417745472
437	0.06408425059
438	0.06399836541
439	0.06389764243
440	0.06381870905
441	0.06375487383
442	0.06370365863
443	0.06360348457
444	0.06350587906
445	0.06343460814
446	0.06332789267
447	0.06327178172
448	0.06314436284
449	0.06308498098
450	0.06300202667
451	0.0628885094
452	0.06282337338
453	0.06274413764
454	0.06262088428
455	0.06255070467
456	0.0624941849
457	0.06241205496
458	0.06231897202
459	0.06225245628
460	0.06218468318
461	0.06207925344
462	0.06207213614
463	0.06201225589
464	0.06193837915
465	0.06183836123
466	0.06182989024
467	0.06182042717
468	0.0617291243
469	0.06162294669
470	0.0615347714
471	0.06147235065
472	0.06142553617
473	0.06137424063
474	0.06129302485
475	0.06122061848
476	0.06114421982
477	0.06107961525
478	0.06098988444
479	0.06090683291
480	0.06088896786
481	0.06079403655
482	0.06078690786
483	0.0607350208
484	0.06066915348
485	0.06059351022
486	0.0605061237
487	0.06041772684
488	0.06033716702
489	0.06027545733
490	0.0601797851
491	0.06009875336
492	0.05999679592
493	0.05992213208
494	0.0598611485
495	0.05981005377
496	0.05972952616
497	0.05962490987
498	0.0595799451
499	0.05947357975
500	0.05940856358
501	0.05933096528
502	0.05925754227
503	0.05915133497
504	0.05907708468
505	0.05900839205
506	0.05900004091
507	0.05887430591
508	0.05882520509
509	0.05877760653
510	0.05870835409
511	0.05864435303
512	0.05861751976
513	0.0585608528
514	0.05853949348
515	0.05848509296
516	0.05840770218
517	0.058402004
518	0.05831364661
519	0.05830583189
520	0.05821404761
521	0.05817245791
522	0.05811977488
523	0.0580524476
524	0.05803161201
525	0.05799834079
526	0.05790064755
527	0.05789576775
528	0.05787043964
529	0.05786501079
530	0.05779058809
531	0.05768968512
532	0.05761520521
533	0.05758021267
534	0.05754882556
535	0.05752339819
536	0.0574633169
537	0.05735727886
538	0.05729016647
539	0.057264228
540	0.05721158862
541	0.0571171914
542	0.0570419692
543	0.05694404708
544	0.05686878627
545	0.05679533966
546	0.05676698374
547	0.05672293204
548	0.05663324358
549	0.0565344434
550	0.0564176377
551	0.0563181695
552	0.05631205494
553	0.05624102568
554	0.05622603313
555	0.05617650722
556	0.05610375774
557	0.05601815699
558	0.05597701193
559	0.05597227158
